gene_id	yzy02_1	yzy01_3
A.satnudSFS6A01G002939.1	0	0
A.satnudSFS6A01G002940.1	0	0
A.satnudSFS6A01G002941.1	0	1
A.satnudSFS6A01G002942.1	0	0
A.satnudSFS6A01G002943.1	51.127	31.557
A.satnudSFS6A01G002944.1	0	0
A.satnudSFS6A01G002945.1	117.121	86.518
A.satnudSFS6A01G002946.1	46.46	36.311
A.satnudSFS6A01G002947.1	0	0
A.satnudSFS6A01G002948.1	0	0
A.satnudSFS6A01G002949.1	0	0
A.satnudSFS6A01G002950.1	0	0
A.satnudSFS6A01G002951.1	112.107	117
A.satnudSFS6A01G002952.1	34.366	34.007
A.satnudSFS6A01G002953.1	26	20
A.satnudSFS6A01G002954.1	5	0
A.satnudSFS6A01G002955.1	0	0
A.satnudSFS6A01G002956.1	296.418	454.658
A.satnudSFS6A01G002957.1	26.051	16.958
A.satnudSFS6A01G002958.1	252.036	887.686
A.satnudSFS6A01G002959.1	177.97	389.924
A.satnudSFS6A01G002960.1	75.964	277.506
A.satnudSFS6A01G002961.1	444.816	492.951
A.satnudSFS6A01G002962.1	42.782	55.384
A.satnudSFS6A01G002963.1	12.766	5.468
A.satnudSFS6A01G002964.1	15	23
A.satnudSFS6A01G002965.1	10.906	9.488
A.satnudSFS6A01G002966.1	0	0
A.satnudSFS6A01G002967.1	0	1
A.satnudSFS6A01G002968.1	45.868	29.418
A.satnudSFS6A01G002969.1	0	0
A.satnudSFS6A01G002970.1	0	0
A.satnudSFS6A01G002971.1	0	0
A.satnudSFS6A01G002972.1	0	0
A.satnudSFS6A01G002973.1	0	0
A.satnudSFS6A01G002974.1	0	0
A.satnudSFS6A01G002975.1	11.5	15.85
A.satnudSFS6A01G002976.1	0	0
A.satnudSFS6A01G002977.1	0	0
A.satnudSFS6A01G002978.1	0	0
A.satnudSFS6A01G002979.1	2.003	6
A.satnudSFS6A01G002980.1	15.746	37.753
A.satnudSFS6A01G002981.1	124.037	97.672
A.satnudSFS6A01G002982.1	8.005	8
A.satnudSFS6A01G002983.1	202.946	101.431
A.satnudSFS6A01G002984.1	0	0
A.satnudSFS6A01G002985.1	2	2
A.satnudSFS6A01G002986.1	0	0
A.satnudSFS6A01G002987.1	0	0
A.satnudSFS6A01G002988.1	0	0
A.satnudSFS6A01G002989.1	7	7
A.satnudSFS6A01G002990.1	0	1
A.satnudSFS6A01G002991.1	0	0
A.satnudSFS6A01G002992.1	0	0
A.satnudSFS6A01G002993.1	0	0
A.satnudSFS6A01G002994.1	0	0
A.satnudSFS6A01G002995.1	0	1.078
A.satnudSFS6A01G002996.1	4.001	6
A.satnudSFS6A01G002997.1	0	0
A.satnudSFS6A01G002998.1	0	0
A.satnudSFS6A01G002999.1	1	1.04
A.satnudSFS6A01G003000.1	428.076	419.528
A.satnudSFS6A01G003001.1	5.996	0
A.satnudSFS6A01G003002.1	0	0
A.satnudSFS6A01G003003.1	0	0
A.satnudSFS6A01G003004.1	0	0
A.satnudSFS6A01G003005.1	0	0
A.satnudSFS6A01G003006.1	0	0
A.satnudSFS6A01G003007.1	0	0
A.satnudSFS6A01G003008.1	438.769	548.587
A.satnudSFS6A01G003009.1	252.403	337.849
A.satnudSFS6A01G003010.1	0	0
A.satnudSFS6A01G003011.1	0	0
A.satnudSFS6A01G003012.1	0	0
A.satnudSFS6A01G003013.1	0	0
A.satnudSFS6A01G003014.1	0	0
A.satnudSFS6A01G003015.1	24	19
A.satnudSFS6A01G003016.1	90.18	37.574
A.satnudSFS6A01G003017.1	0	0
A.satnudSFS6A01G003018.1	32.924	37.431
A.satnudSFS6A01G003019.1	8.013	7.71
A.satnudSFS6A01G003020.1	0	0
A.satnudSFS6A01G003021.1	0	0
A.satnudSFS6A01G003022.1	0	0
A.satnudSFS6A01G003023.1	0	0
A.satnudSFS6A01G003024.1	0	0
A.satnudSFS6A01G003025.1	48.718	87.93
A.satnudSFS6A01G003026.1	3	5
A.satnudSFS6A01G003027.1	0	0
A.satnudSFS6A01G003028.1	0	0
A.satnudSFS6A01G003029.1	0	0
A.satnudSFS6A01G003030.1	0	0
A.satnudSFS6A01G003031.1	7.995	8
A.satnudSFS6A01G003032.1	64.336	42.52
A.satnudSFS6A01G003033.1	0	0
A.satnudSFS6A01G003034.1	1	4
A.satnudSFS6A01G003035.1	14.632	28.006
A.satnudSFS6A01G003036.1	0	0
A.satnudSFS6A01G003037.1	0	0
A.satnudSFS6A01G003038.1	102.067	92.534
A.satnudSFS6A01G003039.1	0	0
A.satnudSFS6A01G003040.1	0	0
A.satnudSFS6A01G003041.1	0	0
A.satnudSFS6A01G003042.1	14.849	11.362
A.satnudSFS6A01G003043.1	78.166	31.642
A.satnudSFS6A01G003044.1	2918.972	3313.485
A.satnudSFS6A01G003045.1	87.526	86.512
A.satnudSFS6A01G003046.1	71.925	44.954
A.satnudSFS6A01G003047.1	8.109	8.064
A.satnudSFS6A01G003048.1	1699.9	1214.543
A.satnudSFS6A01G003049.1	0	0
A.satnudSFS6A01G003050.1	6	3.996
A.satnudSFS6A01G003051.1	0	0
A.satnudSFS6A01G003052.1	0	0
A.satnudSFS6A01G003053.1	0	0
A.satnudSFS6A01G003054.1	3	2.999
A.satnudSFS6A01G003055.1	0	0
A.satnudSFS6A01G003056.1	7	16
A.satnudSFS6A01G003057.1	2	0
A.satnudSFS6A01G003058.1	115.471	51.991
A.satnudSFS6A01G003059.1	126.88	67.991
A.satnudSFS6A01G003060.1	337.744	89.995
A.satnudSFS6A01G003061.1	1190.153	1168.516
A.satnudSFS6A01G003062.1	14	12
A.satnudSFS6A01G003063.1	0	0
A.satnudSFS6A01G003064.1	326.446	170.187
A.satnudSFS6A01G003065.1	0	1
A.satnudSFS6A01G003066.1	6.623	12.741
A.satnudSFS6A01G003067.1	183.111	117
A.satnudSFS6A01G003068.1	1	0
A.satnudSFS6A01G003069.1	11	19
A.satnudSFS6A01G003070.1	54.069	51.351
A.satnudSFS6A01G003071.1	0	0
A.satnudSFS6A01G003072.1	0	0
A.satnudSFS6A01G003073.1	61.478	53.891
A.satnudSFS6A01G003074.1	4.203	9.991
A.satnudSFS6A01G003075.1	0	0
A.satnudSFS6A01G003076.1	0	0
A.satnudSFS6A01G003077.1	122.131	188.997
A.satnudSFS6A01G003078.1	53.046	58.578
A.satnudSFS6A01G003079.1	7.992	1
A.satnudSFS6A01G003080.1	74.642	64.626
A.satnudSFS6A01G003081.1	257.629	240.639
A.satnudSFS6A01G003082.1	160.253	136.749
A.satnudSFS6A01G003083.1	0	0
A.satnudSFS6A01G003084.1	0	0
A.satnudSFS6A01G003085.1	0	0
A.satnudSFS6A01G003086.1	0	0
A.satnudSFS6A01G003087.1	0	0
A.satnudSFS6A01G003088.1	0	0
A.satnudSFS6A01G003089.1	0	0
A.satnudSFS6A01G003090.1	9.065	3.017
A.satnudSFS6A01G003091.1	0	0
A.satnudSFS6A01G003092.1	0	0
A.satnudSFS6A01G003093.1	0	0
A.satnudSFS6A01G003094.1	25.303	28.572
A.satnudSFS6A01G003095.1	1.98	0
A.satnudSFS6A01G003096.1	5.001	4.308
A.satnudSFS6A01G003097.1	54.921	28.553
A.satnudSFS6A01G003098.1	0	0
A.satnudSFS6A01G003099.1	21.326	24.003
A.satnudSFS6A01G003100.1	0	0
A.satnudSFS6A01G003101.1	0	0
A.satnudSFS6A01G003102.1	0	0
A.satnudSFS6A01G003103.1	2	0
A.satnudSFS6A01G003104.1	1680.84	963.868
A.satnudSFS6A01G003105.1	0	0
A.satnudSFS6A01G003106.1	0	0
A.satnudSFS6A01G003107.1	433.004	511.89
A.satnudSFS6A01G003108.1	4.687	10.037
A.satnudSFS6A01G003109.1	0	0
A.satnudSFS6A01G003110.1	0	0
A.satnudSFS6A01G003111.1	0	0
A.satnudSFS6A01G003112.1	0	0
A.satnudSFS6A01G003113.1	0	0
A.satnudSFS6A01G003114.1	11.697	15.607
A.satnudSFS6A01G003115.1	1	6
A.satnudSFS6A01G003116.1	3	0
A.satnudSFS6A01G003117.1	1327.895	1342.282
A.satnudSFS6A01G003118.1	2	0
A.satnudSFS6A01G003119.1	235.186	201.085
A.satnudSFS6A01G003120.1	71.901	127.893
A.satnudSFS6A01G003121.1	3	9.487
A.satnudSFS6A01G003122.1	0	0
A.satnudSFS6A01G003123.1	4.999	5.999
A.satnudSFS6A01G003124.1	126.211	184.839
A.satnudSFS6A01G003125.1	133.909	47.257
A.satnudSFS6A01G003126.1	18.247	15.31
A.satnudSFS6A01G003127.1	132.404	107.443
A.satnudSFS6A01G003128.1	0	0
A.satnudSFS6A01G003129.1	0	0
A.satnudSFS6A01G003130.1	0	0
A.satnudSFS6A01G003131.1	0	0
A.satnudSFS6A01G003132.1	0	0
A.satnudSFS6A01G003133.1	0	0
A.satnudSFS6A01G003134.1	1.191	0
A.satnudSFS6A01G003135.1	0	0
A.satnudSFS6A01G003136.1	0	0
A.satnudSFS6A01G003137.1	0	0
A.satnudSFS6A01G003138.1	0	0
A.satnudSFS6A01G003139.1	0	0
A.satnudSFS6A01G003140.1	0	0
A.satnudSFS6A01G003141.1	0	0
A.satnudSFS6A01G003142.1	12.373	14.163
A.satnudSFS6A01G003143.1	0	10
A.satnudSFS6A01G003144.1	8	3.969
A.satnudSFS6A01G003145.1	0	0
A.satnudSFS6A01G003146.1	1.974	5.532
A.satnudSFS6A01G003147.1	7731.652	7603.43
A.satnudSFS6A01G003148.1	492.289	385.862
A.satnudSFS6A01G003149.1	155.047	120.411
A.satnudSFS6A01G003150.1	0	0
A.satnudSFS6A01G003151.1	4	0
A.satnudSFS6A01G003152.1	0	0
A.satnudSFS6A01G003153.1	14.329	16.373
A.satnudSFS6A01G003154.1	0	0
A.satnudSFS6A01G003155.1	58.008	37
A.satnudSFS6A01G003156.1	3	4
A.satnudSFS6A01G003157.1	75.984	90.747
A.satnudSFS6A01G003158.1	476.679	412.78
A.satnudSFS6A01G003159.1	2	0
A.satnudSFS6A01G003160.1	30.721	18.377
A.satnudSFS6A01G003161.1	9	3
A.satnudSFS6A01G003162.1	14.618	3
A.satnudSFS6A01G003163.1	14.601	25.862
A.satnudSFS6A01G003164.1	159.169	170.28
A.satnudSFS6A01G003165.1	0	0
A.satnudSFS6A01G003166.1	0	0
A.satnudSFS6A01G003167.1	0	0
A.satnudSFS6A01G003168.1	0	0
A.satnudSFS6A01G003169.1	0	0
A.satnudSFS6A01G003170.1	0	0
A.satnudSFS6A01G003171.1	0	0
A.satnudSFS6A01G003172.1	0	0
A.satnudSFS6A01G003173.1	0	0
A.satnudSFS6A01G003174.1	0	0
A.satnudSFS6A01G003175.1	66.666	103.418
A.satnudSFS6A01G003176.1	95	61
A.satnudSFS6A01G003177.1	124.48	100.91
A.satnudSFS6A01G003178.1	332.32	123.692
A.satnudSFS6A01G003179.1	25.12	12.969
A.satnudSFS6A01G003180.1	6.861	11.936
A.satnudSFS6A01G003181.1	66.362	58.182
A.satnudSFS6A01G003182.1	1	0
A.satnudSFS6A01G003183.1	41.589	45.862
A.satnudSFS6A01G003184.1	0	0
A.satnudSFS6A01G003185.1	63.29	141.928
A.satnudSFS6A01G003186.1	720.831	859.844
A.satnudSFS6A01G003187.1	16.255	3
A.satnudSFS6A01G003188.1	4.003	21.004
A.satnudSFS6A01G003189.1	0	1
A.satnudSFS6A01G003190.1	51.99	0
A.satnudSFS6A01G003191.1	4.156	2.025
A.satnudSFS6A01G003192.1	0	6.954
A.satnudSFS6A01G003193.1	0	0
A.satnudSFS6A01G003194.1	18.807	106.883
A.satnudSFS6A01G003195.1	11668.972	15143.802
A.satnudSFS6A01G003196.1	87.06	53.342
A.satnudSFS6A01G003197.1	0	0
A.satnudSFS6A01G003198.1	0	0
A.satnudSFS6A01G003199.1	0	0
A.satnudSFS6A01G003200.1	0	0
A.satnudSFS6A01G003201.1	0	0
A.satnudSFS6A01G003202.1	0	0
A.satnudSFS6A01G003203.1	0	0
A.satnudSFS6A01G003204.1	0	0
A.satnudSFS6A01G003205.1	89.845	72
A.satnudSFS6A01G003206.1	21.973	12.002
A.satnudSFS6A01G003207.1	0	0
A.satnudSFS6A01G003208.1	22.004	2.122
A.satnudSFS6A01G003209.1	0	0
A.satnudSFS6A01G003210.1	0	0
A.satnudSFS6A01G003211.1	425.554	466.113
A.satnudSFS6A01G003212.1	67.21	78.437
A.satnudSFS6A01G003213.1	0	0
A.satnudSFS6A01G003214.1	0	0
A.satnudSFS6A01G003215.1	0	0
A.satnudSFS6A01G003216.1	51.182	43.553
A.satnudSFS6A01G003217.1	0	0
A.satnudSFS6A01G003218.1	0	5.197
A.satnudSFS6A01G003219.1	0	0
A.satnudSFS6A01G003220.1	4.431	3.805
A.satnudSFS6A01G003221.1	0	0
A.satnudSFS6A01G003222.1	0	1
A.satnudSFS6A01G003223.1	0	0
A.satnudSFS6A01G003224.1	0	2
A.satnudSFS6A01G003225.1	920.121	924.237
A.satnudSFS6A01G003226.1	4	5.989
A.satnudSFS6A01G003227.1	0	5.244
A.satnudSFS6A01G003228.1	15.081	5
A.satnudSFS6A01G003229.1	53.343	53.199
A.satnudSFS6A01G003230.1	0	0.988
A.satnudSFS6A01G003231.1	0	0
A.satnudSFS6A01G003232.1	0	0
A.satnudSFS6A01G003233.1	58.245	104
A.satnudSFS6A01G003234.1	8.002	8.995
A.satnudSFS6A01G003235.1	149.67	68.976
A.satnudSFS6A01G003236.1	1.163	0
A.satnudSFS6A01G003237.1	0	0
A.satnudSFS6A01G003238.1	2	1
A.satnudSFS6A01G003239.1	2	3
A.satnudSFS6A01G003240.1	2.768	0
A.satnudSFS6A01G003241.1	36.847	42.12
A.satnudSFS6A01G003242.1	3	2
A.satnudSFS6A01G003243.1	66.92	67.123
A.satnudSFS6A01G003244.1	1.193	6.505
A.satnudSFS6A01G003245.1	0	0
A.satnudSFS6A01G003246.1	69.287	51.855
A.satnudSFS6A01G003247.1	3.011	6.38
A.satnudSFS6A01G003248.1	0	0
A.satnudSFS6A01G003249.1	5.992	7.712
A.satnudSFS6A01G003250.1	0	1.982
A.satnudSFS6A01G003251.1	286.843	150.813
A.satnudSFS6A01G003252.1	133.426	69.086
A.satnudSFS6A01G003253.1	121.276	143.85
A.satnudSFS6A01G003254.1	0	0
A.satnudSFS6A01G003255.1	0	0
A.satnudSFS6A01G003256.1	0	0
A.satnudSFS6A01G003257.1	0	0
A.satnudSFS6A01G003258.1	2	0
A.satnudSFS6A01G003259.1	0	0
A.satnudSFS6A01G003260.1	0	0
A.satnudSFS6A01G003261.1	0	0
A.satnudSFS6A01G003262.1	0	0
A.satnudSFS6A01G003263.1	0	0
A.satnudSFS6A01G003264.1	0	0
A.satnudSFS6A01G003265.1	0	0
A.satnudSFS6A01G003266.1	1	1
A.satnudSFS6A01G003267.1	0	0
A.satnudSFS6A01G003268.1	0	1
A.satnudSFS6A01G003269.1	0	0
A.satnudSFS6A01G003270.1	0	0
A.satnudSFS6A01G003271.1	8.889	7.436
A.satnudSFS6A01G003272.1	4.001	10
A.satnudSFS6A01G003273.1	9.029	2.282
A.satnudSFS6A01G003274.1	49	51.993
A.satnudSFS6A01G003275.1	0	0
A.satnudSFS6A01G003276.1	178.43	133.647
A.satnudSFS6A01G003277.1	18.904	16.151
A.satnudSFS6A01G003278.1	0	0
A.satnudSFS6A01G003279.1	13.059	13.72
A.satnudSFS6A01G003280.1	4	0
A.satnudSFS6A01G003281.1	8	7
A.satnudSFS6A01G003282.1	7.864	11.523
A.satnudSFS6A01G003283.1	50.766	51.174
A.satnudSFS6A01G003284.1	11.718	2.494
A.satnudSFS6A01G003285.1	0	0
A.satnudSFS6A01G003286.1	0	0
A.satnudSFS6A01G003287.1	17	31
A.satnudSFS6A01G003288.1	0	0
A.satnudSFS6A01G003289.1	0	0
A.satnudSFS6A01G003290.1	1	0
A.satnudSFS6A01G003291.1	45.127	43.489
A.satnudSFS6A01G003292.1	34.942	35.516
A.satnudSFS6A01G003293.1	21.356	13.471
A.satnudSFS6A01G003294.1	0	0
A.satnudSFS6A01G003295.1	0	0
A.satnudSFS6A01G003296.1	0	0
A.satnudSFS6A01G003297.1	0	0
A.satnudSFS6A01G003298.1	0	0
A.satnudSFS6A01G003299.1	0	0
A.satnudSFS6A01G003300.1	65.699	98.734
A.satnudSFS6A01G003301.1	0	5
A.satnudSFS6A01G003302.1	280.363	395.904
A.satnudSFS6A01G003303.1	0	0
A.satnudSFS6A01G003304.1	2607.13	2164.536
A.satnudSFS6A01G003305.1	2257.667	2564.466
A.satnudSFS6A01G003306.1	0	0
A.satnudSFS6A01G003307.1	0	2.046
A.satnudSFS6A01G003308.1	0	0
A.satnudSFS6A01G003309.1	0	0
A.satnudSFS6A01G003310.1	0	0
A.satnudSFS6A01G003311.1	0	1
A.satnudSFS6A01G003312.1	0	2
A.satnudSFS6A01G003313.1	0	5
A.satnudSFS6A01G003314.1	15.129	33.932
A.satnudSFS6A01G003315.1	314.627	294.768
A.satnudSFS6A01G003316.1	17.774	19.917
A.satnudSFS6A01G003317.1	271.741	382.059
A.satnudSFS6A01G003318.1	0	0
A.satnudSFS6A01G003319.1	0	3
A.satnudSFS6A01G003320.1	6	8
A.satnudSFS6A01G003321.1	216.615	165.241
A.satnudSFS6A01G003322.1	30.719	59.451
A.satnudSFS6A01G003323.1	1	1
A.satnudSFS6A01G003324.1	1232.459	1519.672
A.satnudSFS6A01G003325.1	12	28.817
A.satnudSFS6A01G003326.1	0	0
A.satnudSFS6A01G003327.1	0	0
A.satnudSFS6A01G003328.1	0	0
A.satnudSFS6A01G003329.1	0	0
A.satnudSFS6A01G003331.1	0	3.015
A.satnudSFS6A01G003332.1	0	0
A.satnudSFS6A01G003333.1	0	0
A.satnudSFS6A01G003334.1	110.018	79.267
A.satnudSFS6A01G003335.1	6	5
A.satnudSFS6A01G003336.1	11.233	2
A.satnudSFS6A01G003337.1	3	1
A.satnudSFS6A01G003338.1	0	0
A.satnudSFS6A01G003339.1	0	36.345
A.satnudSFS6A01G003340.1	110.566	103.027
A.satnudSFS6A01G003341.1	5	4
A.satnudSFS6A01G003342.1	1	10
A.satnudSFS6A01G003343.1	3	8
A.satnudSFS6A01G003344.1	0	0
A.satnudSFS6A01G003345.1	0	0
A.satnudSFS6A01G003346.1	3	13.899
A.satnudSFS6A01G003347.1	94.144	107.921
A.satnudSFS6A01G003348.1	1	0
A.satnudSFS6A01G003349.1	2	4.382
A.satnudSFS6A01G003350.1	119.88	67.536
A.satnudSFS6A01G003351.1	0	0
A.satnudSFS6A01G003352.1	0	0
A.satnudSFS6A01G003353.1	30.073	15.883
A.satnudSFS6A01G003354.1	0	0
A.satnudSFS6A01G003355.1	0	0
A.satnudSFS6A01G003356.1	10	9
A.satnudSFS6A01G003357.1	0	0
A.satnudSFS6A01G003358.1	0	0
A.satnudSFS6A01G003359.1	47.559	25.386
A.satnudSFS6A01G003360.1	0	0
A.satnudSFS6A01G003361.1	0	2.001
A.satnudSFS6A01G003362.1	0	0
A.satnudSFS6A01G003363.1	0	0
A.satnudSFS6A01G003364.1	0	0
A.satnudSFS6A01G003365.1	0	0
A.satnudSFS6A01G003366.1	3	1
A.satnudSFS6A01G003367.1	197.685	156.747
A.satnudSFS6A01G003368.1	144.607	145.089
A.satnudSFS6A01G003369.1	22.718	25.625
A.satnudSFS6A01G003370.1	4.001	8
A.satnudSFS6A01G003371.1	8.999	4
A.satnudSFS6A01G003372.1	17	7
A.satnudSFS6A01G003373.1	0	2.8
A.satnudSFS6A01G003374.1	58.296	87.392
A.satnudSFS6A01G003375.1	1537.846	2169.592
A.satnudSFS6A01G003376.1	121	107
A.satnudSFS6A01G003377.1	8.45	6.003
A.satnudSFS6A01G003378.1	1	1.2
A.satnudSFS6A01G003379.1	0	0
A.satnudSFS6A01G003380.1	4	0
A.satnudSFS6A01G003381.1	0	0
A.satnudSFS6A01G003382.1	0	0
A.satnudSFS6A01G003383.1	0	0
A.satnudSFS6A01G003384.1	0	0
A.satnudSFS6A01G003385.1	0	7.179
A.satnudSFS6A01G003386.1	380.284	263.095
A.satnudSFS6A01G003387.1	10	4
A.satnudSFS6A01G003388.1	0	0
A.satnudSFS6A01G003389.1	0	0
A.satnudSFS6A01G003390.1	11.237	6.001
A.satnudSFS6A01G003391.1	0	0
A.satnudSFS6A01G003392.1	0	0
A.satnudSFS6A01G003393.1	28.247	26.142
A.satnudSFS6A01G003394.1	82.984	75.633
A.satnudSFS6A01G003395.1	0	0
A.satnudSFS6A01G003396.1	0	0
A.satnudSFS6A01G003397.1	0	0
A.satnudSFS6A01G003398.1	27	37
A.satnudSFS6A01G003399.1	0	0
A.satnudSFS6A01G003400.1	55.64	43.925
A.satnudSFS6A01G003401.1	0	0
A.satnudSFS6A01G003402.1	0	0
A.satnudSFS6A01G003403.1	0	0
A.satnudSFS6A01G003404.1	0	0
A.satnudSFS6A01G003405.1	19.953	40.402
A.satnudSFS6A01G003406.1	0	2
A.satnudSFS6A01G003407.1	0	0
A.satnudSFS6A01G003408.1	12	3
A.satnudSFS6A01G003409.1	0	0
A.satnudSFS6A01G003410.1	0	0
A.satnudSFS6A01G003411.1	0	0
A.satnudSFS6A01G003412.1	58	52
A.satnudSFS6A01G003413.1	69.003	53.992
A.satnudSFS6A01G003414.1	1	0
A.satnudSFS6A01G003415.1	0	0
A.satnudSFS6A01G003416.1	33.775	17.185
A.satnudSFS6A01G003417.1	27.137	1.079
A.satnudSFS6A01G003418.1	0	0
A.satnudSFS6A01G003419.1	0	0
A.satnudSFS6A01G003420.1	0	2
A.satnudSFS6A01G003421.1	52.45	77.769
A.satnudSFS6A01G003422.1	6	23
A.satnudSFS6A01G003423.1	21.429	23.429
A.satnudSFS6A01G003424.1	66.025	36.425
A.satnudSFS6A01G003425.1	63.575	30.002
A.satnudSFS6A01G003426.1	493.804	633.333
A.satnudSFS6A01G003427.1	0	0
A.satnudSFS6A01G003428.1	66.239	51.719
A.satnudSFS6A01G003429.1	21.816	18.019
A.satnudSFS6A01G003430.1	533.371	416.852
A.satnudSFS6A01G003431.1	386.181	213.592
A.satnudSFS6A01G003432.1	0	1
A.satnudSFS6A01G003433.1	8	11
A.satnudSFS6A01G003434.1	6	5
A.satnudSFS6A01G003435.1	0	0
A.satnudSFS6A01G003436.1	14	7
A.satnudSFS6A01G003437.1	81.516	99.812
A.satnudSFS6A01G003438.1	0	0
A.satnudSFS6A01G003439.1	35.147	37.653
A.satnudSFS6A01G003440.1	7.025	13.409
A.satnudSFS6A01G003441.1	0	0
A.satnudSFS6A01G003442.1	0	0
A.satnudSFS6A01G003443.1	0	0
A.satnudSFS6A01G003444.1	0	0
A.satnudSFS6A01G003445.1	13	1
A.satnudSFS6A01G003446.1	0	0
A.satnudSFS6A01G003447.1	12.452	10.68
A.satnudSFS6A01G003448.1	651.992	942.386
A.satnudSFS6A01G003449.1	146.006	165.099
A.satnudSFS6A01G003450.1	7	2
A.satnudSFS6A01G003451.1	1276.987	2369.598
A.satnudSFS6A01G003452.1	0	0
A.satnudSFS6A01G003453.1	23.821	22.72
A.satnudSFS6A01G003454.1	0	0
A.satnudSFS6A01G003455.1	1	0
A.satnudSFS6A01G003456.1	0	0
A.satnudSFS6A01G003457.1	136.822	90
A.satnudSFS6A01G003458.1	0	0
A.satnudSFS6A01G003459.1	414.966	374.127
A.satnudSFS6A01G003460.1	0	0
A.satnudSFS6A01G003461.1	461.522	437.552
A.satnudSFS6A01G003462.1	26.729	50.648
A.satnudSFS6A01G003463.1	0	0
A.satnudSFS6A01G003464.1	1.001	0
A.satnudSFS6A01G003465.1	549.081	453.867
A.satnudSFS6A01G003466.1	439.097	402.313
A.satnudSFS6A01G003467.1	5	1
A.satnudSFS6A01G003468.1	1939.556	1533.28
A.satnudSFS6A01G003469.1	0	22.816
A.satnudSFS6A01G003470.1	0	91.206
A.satnudSFS6A01G003471.1	0	0
A.satnudSFS6A01G003472.1	16.481	4.317
A.satnudSFS6A01G003473.1	2	0
A.satnudSFS6A01G003474.1	0	0
A.satnudSFS6A01G003475.1	0	1
A.satnudSFS6A01G003476.1	0	0
A.satnudSFS6A01G003477.1	0	0
A.satnudSFS6A01G003478.1	0	0
A.satnudSFS6A01G003479.1	37.206	28.483
A.satnudSFS6A01G003480.1	21	28.553
A.satnudSFS6A01G003481.1	0	0
A.satnudSFS6A01G003482.1	0	0
A.satnudSFS6A01G003483.1	0	0
A.satnudSFS6A01G003484.1	3.981	14
A.satnudSFS6A01G003485.1	0	0
A.satnudSFS6A01G003486.1	0	0
A.satnudSFS6A01G003487.1	0	0
A.satnudSFS6A01G003488.1	0	1
A.satnudSFS6A01G003489.1	430.783	274.752
A.satnudSFS6A01G003490.1	1307.035	683.652
A.satnudSFS6A01G003491.1	6	4
A.satnudSFS6A01G003492.1	361.514	388.637
A.satnudSFS6A01G003493.1	0	1.985
A.satnudSFS6A01G003494.1	123.119	57.743
A.satnudSFS6A01G003495.1	0	0
A.satnudSFS6A01G003496.1	0	0
A.satnudSFS6A01G003497.1	0	0
A.satnudSFS6A01G003498.1	0	0
A.satnudSFS6A01G003499.1	202.997	327.308
A.satnudSFS6A01G003500.1	0	2
A.satnudSFS6A01G003501.1	469.854	343.993
A.satnudSFS6A01G003502.1	11.46	3
A.satnudSFS6A01G003503.1	0	4.94
A.satnudSFS6A01G003504.1	0	17.16
A.satnudSFS6A01G003505.1	7.244	1.501
A.satnudSFS6A01G003506.1	7.154	5.989
A.satnudSFS6A01G003507.1	306.341	331.842
A.satnudSFS6A01G003508.1	0	0
A.satnudSFS6A01G003509.1	0	0
A.satnudSFS6A01G003510.1	0	0
A.satnudSFS6A01G003511.1	0	0
A.satnudSFS6A01G003512.1	69.206	61.081
A.satnudSFS6A01G003513.1	7.163	8.256
A.satnudSFS6A01G003514.1	0	0
A.satnudSFS6A01G003515.1	0	0
A.satnudSFS6A01G003516.1	0	0
A.satnudSFS6A01G003517.1	26.263	27.671
A.satnudSFS6A01G003518.1	0	0
A.satnudSFS6A01G003519.1	7.392	43.685
A.satnudSFS6A01G003520.1	19	29
A.satnudSFS6A01G003521.1	0	0
A.satnudSFS6A01G003522.1	191.537	29.619
A.satnudSFS6A01G003523.1	12.358	18.544
A.satnudSFS6A01G003524.1	11	4
A.satnudSFS6A01G003525.1	0	0
A.satnudSFS6A01G003526.1	0	0
A.satnudSFS6A01G003527.1	0	0
A.satnudSFS6A01G003528.1	38.312	18.384
A.satnudSFS6A01G003529.1	201.691	147.406
A.satnudSFS6A01G003530.1	0	0
A.satnudSFS6A01G003531.1	0	0
A.satnudSFS6A01G003532.1	978.661	525.035
A.satnudSFS6A01G003533.1	90.134	89.365
A.satnudSFS6A01G003534.1	11	5
A.satnudSFS6A01G003535.1	132.648	105
A.satnudSFS6A01G003536.1	30.919	13.381
A.satnudSFS6A01G003537.1	5.994	4.652
A.satnudSFS6A01G003538.1	0	0
A.satnudSFS6A01G003539.1	171.578	129.05
A.satnudSFS6A01G003540.1	35.567	56.466
A.satnudSFS6A01G003541.1	1791.148	1274.125
A.satnudSFS6A01G003542.1	5.716	10.395
A.satnudSFS6A01G003543.1	0	0
A.satnudSFS6A01G003544.1	71.218	72.349
A.satnudSFS6A01G003545.1	12.254	2.039
A.satnudSFS6A01G003546.1	26.998	32.999
A.satnudSFS6A01G003547.1	0	0
A.satnudSFS6A01G003548.1	140.607	99.72
A.satnudSFS6A01G003549.1	7.005	16.333
A.satnudSFS6A01G003550.1	17.654	24.703
A.satnudSFS6A01G003551.1	221.121	366.914
A.satnudSFS6A01G003552.1	0	0
A.satnudSFS6A01G003553.1	2	1
A.satnudSFS6A01G003554.1	83.012	68.693
A.satnudSFS6A01G003555.1	18	4
A.satnudSFS6A01G003556.1	10	2
A.satnudSFS6A01G003557.1	14.7	11.998
